Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
62,Male,Bachelor's,Married,,690,37979,Home,Employed,11,Poor,0.349499188,,,Perezstad,MN,Germany,,0,Low
61,Non-binary,High School,Widowed,80752,,30360,Personal,Self-employed,17,Poor,0.429227292,127479,4,Tinachester,MO,Norfolk Island,4,2,Low
32,Male,Master's,Widowed,27814,,22504,Home,Employed,7,Good,0.224356649,58287,3,West Shelleytown,PA,Malawi,2,1,Low
59,Non-binary,Bachelor's,Single,59042,631,22978,Home,Unemployed,0,Good,0.416792773,284380,,New Cherylville,WI,Armenia,4,2,Low
66,Non-binary,Master's,Single,76132,653,38411,Business,Unemployed,11,Poor,0.534635302,60868,1,Kevintown,SD,Grenada,4,2,Low
37,Male,Master's,Single,23491,604,8602,Business,Self-employed,5,Good,0.361970233,71313,,Lake Kyle,VT,Senegal,4,0,Low
65,Non-binary,Bachelor's,Married,59107,,21857,Business,Self-employed,12,Fair,0.393593682,280841,1,Daniellestad,CA,Somalia,1,0,Low
19,Non-binary,Bachelor's,Widowed,29638,723,13897,Auto,Employed,18,Poor,0.272715003,87579,3,North Michelle,KS,Armenia,4,1,Low
54,Female,Master's,Single,,612,37790,Auto,Employed,0,Poor,0.359294629,,,East Davidtown,RI,Saudi Arabia,3,1,Low
33,Female,Bachelor's,Widowed,49372,621,17333,Personal,Unemployed,1,Good,0.31115887,211458,,Charlesmouth,MP,Burkina Faso,3,0,Low
56,Female,High School,Single,31573,604,36726,Personal,Employed,9,Poor,0.363102171,126785,4,Reynoldsside,VA,Samoa,4,1,High
62,Non-binary,Bachelor's,Married,35873,,,Personal,Self-employed,0,Poor,0.361945518,278714,1,East Williamfurt,KS,United Arab Emirates,2,1,Low
43,Non-binary,High School,Single,27450,682,21621,Home,Employed,10,Poor,0.587184888,253348,1,Johnsonfurt,VT,Guadeloupe,4,2,Low
68,Female,PhD,Single,,795,46108,Personal,Self-employed,7,Good,0.10494076,24512,4,Jesseton,MI,Djibouti,2,0,Low
39,Non-binary,High School,Divorced,115559,710,26229,Personal,Employed,6,Poor,0.258466556,250155,2,South Karenberg,RI,Thailand,4,2,Low
19,Female,Bachelor's,Single,27907,664,,Auto,Unemployed,18,Poor,0.21966992,34102,1,Jenningsview,DC,Eritrea,2,0,High
35,Male,Master's,Single,29748,700,35089,Business,Unemployed,10,Fair,0.54292509,198579,2,New Ashleyton,KY,United Arab Emirates,2,2,Low
34,Male,PhD,Divorced,65823,759,,Business,Self-employed,10,Poor,0.378549248,122411,1,New Randymouth,OK,Togo,2,2,Low
44,Female,Master's,Widowed,53368,712,19923,Personal,Employed,0,Fair,0.460495308,292074,2,North Charleschester,CO,Lebanon,3,1,Low
28,Male,Master's,Divorced,39050,636,5316,Home,Self-employed,18,Poor,0.420203113,183824,3,North Deborah,LA,Cuba,3,0,Low
34,Female,Bachelor's,Widowed,60751,615,22186,Home,Employed,5,Fair,0.194286724,134406,3,Michaelberg,MA,Malta,2,2,Low
58,Non-binary,Bachelor's,Divorced,,606,22702,Home,Unemployed,19,Poor,0.277774957,145083,1,North Rodneystad,NE,New Caledonia,0,2,Low
25,Female,Bachelor's,Widowed,81330,,,Home,Self-employed,10,Good,0.576539453,87692,,New Johnfurt,AS,Norfolk Island,2,1,Low
62,Male,PhD,Divorced,61394,753,41949,Auto,Unemployed,15,Excellent,0.595347657,123158,3,East Jason,HI,South Georgia and the South Sandwich Islands,3,2,Low
49,Male,PhD,Divorced,82391,750,49623,Business,Unemployed,3,Fair,0.281697949,225099,4,South Cherylport,MH,Montserrat,,2,High
21,Male,Bachelor's,Married,,738,7548,Auto,Unemployed,18,Poor,0.423529582,264559,,Robinchester,VA,Netherlands Antilles,2,1,Low
22,Female,High School,Divorced,117125,755,49088,Business,Self-employed,5,Excellent,0.573555217,292327,1,Laurenberg,AR,Afghanistan,0,2,High
30,Non-binary,Master's,Married,25272,794,48418,Home,Unemployed,3,Excellent,0.592864721,20163,2,Port Laurenbury,FL,Armenia,,1,Low
69,Male,High School,Widowed,94135,777,,Auto,Self-employed,6,Good,0.336204007,,2,South Thomas,PR,Portugal,2,2,Low
29,Non-binary,Bachelor's,Divorced,102256,792,30943,Business,Self-employed,2,Poor,0.595503407,,0,Nelsonberg,AZ,Djibouti,3,1,Low
32,Female,Master's,Divorced,,686,42021,Business,Self-employed,12,Fair,0.167778321,147844,1,West Maxwellside,ME,Mayotte,3,0,Low
24,Female,Bachelor's,Single,76625,606,,Business,Self-employed,18,Fair,0.541565507,167350,3,Seanstad,MD,Antarctica (the territory South of 60 deg S),2,0,Low
40,Male,Master's,Married,,657,44064,Business,Unemployed,7,Excellent,0.590583884,195293,3,North Erika,CO,Congo,0,0,Low
69,Male,High School,Single,87957,609,6412,Personal,Self-employed,0,Fair,0.348250194,158832,4,Tammybury,NE,New Caledonia,4,0,Low
32,Female,PhD,Married,,711,7043,Personal,Employed,6,Fair,0.547491775,38943,0,Stoutmouth,NY,Saint Lucia,1,0,Low
25,Female,High School,Widowed,107211,757,13448,Business,Employed,3,Good,0.493327255,146491,4,Loriberg,ME,Hungary,4,1,Low
66,Female,PhD,Divorced,66281,631,31098,Auto,Unemployed,12,Poor,0.330107231,221213,2,Port Ashleystad,MT,Eritrea,0,2,Low
50,Female,PhD,Single,97195,,35441,Auto,Unemployed,19,Fair,0.381553963,108881,3,Jonathanfurt,MN,Dominica,,2,High
61,Female,PhD,Divorced,,680,49845,Personal,Unemployed,0,Excellent,0.360501112,174834,1,Michaelfort,VT,Peru,3,2,Low
55,Non-binary,Master's,Widowed,106706,,18062,Personal,Self-employed,0,Fair,0.563687766,68515,3,East Kathleen,VA,Dominican Republic,,0,Low
38,Female,Bachelor's,Widowed,32685,638,18065,Personal,Self-employed,1,Poor,0.479183854,133403,0,Patelhaven,MI,Tajikistan,2,1,Low
42,Non-binary,High School,Widowed,,792,,Home,Employed,0,Poor,0.180055788,95660,1,Dunnside,CO,South Georgia and the South Sandwich Islands,2,0,Low
49,Female,Bachelor's,Widowed,,765,14599,Auto,Unemployed,13,Poor,0.428858044,295140,2,Martinburgh,ND,Saint Lucia,3,0,Low
47,Male,PhD,Divorced,,601,29510,Auto,Self-employed,7,Poor,0.463832569,221528,3,Port Waynestad,SC,Liechtenstein,2,2,Low
51,Male,High School,Widowed,108257,703,12125,Auto,Unemployed,11,Excellent,0.358835204,,3,North Cassandrafort,PR,Georgia,4,1,Low
46,Non-binary,High School,Divorced,78799,700,20405,Auto,Employed,14,Poor,0.354632845,242007,,East Markton,MP,San Marino,3,0,Low
69,Female,Bachelor's,Divorced,45322,698,,Home,Employed,1,Good,0.476506168,44123,,New Nataliehaven,MP,Nigeria,1,0,Low
48,Non-binary,PhD,Single,31075,622,47932,Home,Self-employed,10,Good,0.218530035,189474,0,Port Jennifermouth,MH,Iraq,,1,Low
66,Female,Bachelor's,Widowed,110382,644,10189,Home,Self-employed,3,Good,0.507697233,273087,,New Paulside,IN,Sri Lanka,4,1,Low
45,Female,PhD,Widowed,89902,627,,Personal,Unemployed,6,Good,0.561625155,253284,2,East Calebborough,IA,Cuba,2,1,Low
21,Male,High School,Widowed,102948,689,29618,Personal,Unemployed,5,Good,0.418904992,236414,4,Baileymouth,AK,Gabon,3,0,Low
64,Non-binary,PhD,Widowed,,671,,Business,Unemployed,6,Excellent,0.374059076,105790,0,South Mary,WA,Nepal,0,1,Low
34,Female,High School,Married,55546,750,7624,Personal,Self-employed,18,Excellent,0.35801259,47041,2,New Riley,MI,Albania,0,1,Low
33,Male,Master's,Married,71560,617,24004,Business,Unemployed,8,Good,0.20086207,68440,2,New Cassandra,MH,Haiti,3,1,High
53,Female,PhD,Widowed,39483,626,21239,Home,Employed,4,Fair,0.487438881,,2,East Ashley,DE,Lao People's Democratic Republic,4,1,Low
68,Female,Bachelor's,Widowed,56281,714,31386,Business,Self-employed,1,Good,0.260026109,48751,,Smithfurt,AS,Turkmenistan,2,0,Low
64,Female,PhD,Married,50399,705,25516,Personal,Employed,7,Fair,0.190098197,,2,Shannonstad,MS,Zimbabwe,,0,Low
67,Female,PhD,Single,63183,729,31163,Auto,Self-employed,4,Poor,0.161247335,30727,3,South Robinton,PR,Kiribati,,2,High
47,Female,Bachelor's,Widowed,43545,653,6955,Home,Employed,15,Excellent,0.595200784,255048,1,West Christopher,UT,Senegal,1,0,High
64,Non-binary,Bachelor's,Widowed,49814,700,13920,Business,Self-employed,17,Poor,0.150033248,,0,Howardview,IN,New Caledonia,,0,Low
48,Non-binary,PhD,Widowed,35740,680,45847,Auto,Self-employed,13,Fair,0.283165536,,3,Lake Theresaview,OR,Peru,1,0,High
26,Female,PhD,Divorced,105683,726,12375,Business,Unemployed,19,Excellent,0.337681223,206386,1,West Frankfort,CO,Thailand,3,1,Low
19,Non-binary,Bachelor's,Widowed,87115,648,48925,Auto,Employed,4,Good,0.428409824,84501,1,North Robert,NC,Bosnia and Herzegovina,1,0,Low
30,Non-binary,Master's,Married,106545,779,14862,Personal,Employed,2,Good,0.372811335,236604,2,West Anthonyview,NM,Bulgaria,4,2,Low
54,Female,High School,Divorced,55169,766,47949,Personal,Employed,11,Good,0.13589833,232975,4,Cherrychester,GU,Australia,0,0,High
41,Non-binary,Bachelor's,Divorced,76880,766,17134,Business,Employed,9,Good,0.341771427,151138,0,East Chad,ID,Moldova,4,0,Low
53,Male,Bachelor's,Divorced,118410,713,5387,Personal,Employed,11,Excellent,0.269535715,200843,0,Brownbury,AK,Paraguay,1,2,Low
49,Non-binary,Master's,Widowed,36471,,40080,Home,Employed,4,Good,0.429412514,128432,4,Port Gary,FM,Bouvet Island (Bouvetoya),3,2,High
63,Male,Bachelor's,Married,79267,705,17965,Home,Employed,2,Good,0.408224811,217393,2,Heatherton,NV,Tunisia,,0,Low
69,Male,High School,Divorced,,666,9844,Home,Unemployed,7,Fair,0.342280164,215261,,West Jon,PA,Cayman Islands,3,1,Low
33,Female,PhD,Single,98455,775,34168,Auto,Employed,4,Good,0.454907668,,2,East Karen,IA,Sweden,1,0,Low
28,Male,High School,Married,,767,12574,Business,Employed,3,Fair,0.413823667,54645,3,Millermouth,FM,Panama,3,0,Low
31,Non-binary,Master's,Widowed,85126,758,47582,Business,Self-employed,0,Fair,0.111882121,139127,3,New Tara,UT,Monaco,3,1,Low
39,Non-binary,Master's,Single,69954,737,45417,Business,Unemployed,2,Good,0.242216588,140211,2,Phillipsville,DC,United States Virgin Islands,1,1,High
34,Non-binary,Bachelor's,Widowed,26089,738,,Business,Unemployed,4,Poor,0.143257566,84638,,Vincentside,IA,Turkey,4,0,Low
38,Male,Bachelor's,Widowed,106743,776,13904,Home,Employed,15,Poor,0.181198575,223465,0,Erinburgh,LA,Anguilla,2,1,Low
58,Male,Bachelor's,Married,20111,617,47649,Auto,Self-employed,9,Fair,0.598395349,82631,4,Matthewville,CA,Aruba,3,0,Low
40,Female,Master's,Widowed,98038,,25545,Home,Self-employed,11,Good,0.524564029,215590,4,Cassandrashire,KY,Reunion,0,2,Low
49,Male,High School,Single,78915,738,26829,Home,Self-employed,0,Fair,0.121135818,,1,Donaldburgh,NH,Nigeria,,0,Low
46,Female,High School,Widowed,59115,653,,Auto,Employed,17,Poor,0.428499158,138327,2,East Amberhaven,MS,Iraq,1,1,Low
57,Female,Bachelor's,Divorced,37667,667,6168,Home,Unemployed,15,Excellent,0.461786899,258584,3,Hughesland,ND,United States of America,1,0,Low
47,Non-binary,PhD,Widowed,106379,643,13058,Business,Employed,3,Good,0.44660601,281921,1,Nicholasville,IL,Croatia,0,1,Low
64,Female,Bachelor's,Widowed,64544,,,Business,Employed,0,Fair,0.555831983,79448,0,South Adam,FL,Andorra,,1,Low
21,Male,Master's,Married,36713,646,,Auto,Employed,2,Excellent,0.287242633,122630,2,New Kennethstad,WY,Western Sahara,3,0,Low
20,Non-binary,PhD,Divorced,58886,634,29467,Business,Self-employed,9,Excellent,0.419013473,237500,2,Howardmouth,DE,Austria,1,1,Low
33,Female,PhD,Divorced,70126,,,Personal,Employed,14,Poor,0.352426028,293870,1,Bennettshire,DE,Madagascar,4,0,Low
55,Non-binary,PhD,Married,85428,686,46494,Auto,Employed,11,Excellent,0.533895298,289350,0,New Kevin,ND,Barbados,0,2,Low
58,Non-binary,High School,Divorced,79263,663,35453,Home,Self-employed,13,Good,0.307783636,184397,1,Wesleyberg,MS,Saint Kitts and Nevis,4,2,Low
40,Non-binary,Master's,Single,119770,,14345,Auto,Self-employed,10,Excellent,0.187156653,,3,West Katelynmouth,TN,Samoa,2,1,Low
37,Male,Master's,Divorced,102627,726,5742,Home,Self-employed,19,Excellent,0.243371386,127341,0,Lake Christophermouth,AS,South Africa,0,1,Low
44,Female,Master's,Widowed,20020,755,25931,Home,Unemployed,13,Good,0.118540051,220578,3,Lopezborough,AS,Latvia,3,2,Low
69,Female,High School,Married,38443,716,16574,Home,Employed,8,Good,0.26737197,,,Lisachester,IL,Cape Verde,3,2,Low
51,Female,Master's,Divorced,118376,655,37116,Business,Self-employed,14,Excellent,0.492980944,30255,4,Lake Matthewmouth,NY,Maldives,3,1,Low
49,Female,High School,Divorced,85296,763,46321,Auto,Unemployed,18,Poor,0.425183625,159893,3,Farmerton,PR,Lao People's Democratic Republic,0,0,Low
55,Male,Master's,Married,33615,779,28586,Home,Unemployed,19,Excellent,0.150938721,172436,,Port Debraville,CA,Thailand,2,2,Low
55,Male,Master's,Divorced,29445,672,18612,Auto,Employed,13,Good,0.197292016,284223,,Daniellemouth,FM,Seychelles,,1,Low
64,Male,PhD,Widowed,80887,621,42590,Auto,Self-employed,16,Fair,0.162944717,124775,0,Lake Lauren,RI,Faroe Islands,2,1,High
20,Non-binary,Bachelor's,Married,40946,641,40878,Auto,Unemployed,7,Poor,0.492217024,205267,1,Billymouth,IN,Cote d'Ivoire,,1,Low
67,Female,Bachelor's,Married,80029,608,,Personal,Unemployed,5,Good,0.478160944,197349,4,Markton,NE,Haiti,3,2,Low
47,Non-binary,PhD,Single,41383,716,24634,Home,Self-employed,4,Good,0.395625528,261407,0,Lake Diana,LA,Botswana,3,1,Low
51,Female,Master's,Divorced,95756,779,5418,Personal,Unemployed,14,Fair,0.1048261,231321,1,Port Jennifer,TX,Christmas Island,2,0,Low
43,Non-binary,PhD,Widowed,,759,,Home,Self-employed,4,Good,0.435051976,260856,,North Jessica,WY,Anguilla,0,1,Low
66,Non-binary,Master's,Married,42796,643,45372,Home,Unemployed,8,Poor,0.398507375,106770,2,West Aprilbury,RI,Svalbard & Jan Mayen Islands,0,2,Low
54,Female,Bachelor's,Married,34255,656,,Personal,Employed,2,Poor,0.148903419,218690,0,East Sarahfurt,SD,Saint Barthelemy,0,1,Low
43,Male,Master's,Divorced,43908,663,7342,Auto,Unemployed,15,Excellent,0.201523613,129290,1,Rodriguezchester,AL,Pitcairn Islands,3,1,Low
39,Female,PhD,Divorced,99781,605,13283,Business,Employed,1,Poor,0.268223115,49282,2,Newtonchester,SC,Mauritius,4,0,Low
55,Female,PhD,Widowed,,618,7571,Personal,Unemployed,3,Poor,0.446077047,,1,New Terriview,MS,Cyprus,2,1,Low
49,Male,PhD,Divorced,35015,610,30112,Personal,Employed,8,Poor,0.556567802,176368,2,Lake Jamesside,NM,Suriname,4,1,Low
65,Male,PhD,Divorced,90423,671,,Home,Self-employed,17,Excellent,0.466873437,151865,,East Krystaltown,NM,Dominica,,0,Low
43,Male,PhD,Married,63950,734,32122,Home,Employed,1,Good,0.552132713,30909,2,Shannonview,DE,Venezuela,,0,Low
65,Female,PhD,Married,41078,693,22054,Auto,Employed,3,Fair,0.513544774,268179,0,Kennedyfurt,NY,United Kingdom,1,2,Low
31,Non-binary,Master's,Divorced,117449,615,19272,Home,Employed,2,Poor,0.100897418,,2,East Rachelberg,CO,Puerto Rico,3,1,Low
59,Male,High School,Divorced,72763,620,,Business,Unemployed,18,Fair,0.532540585,,4,Williammouth,GU,Cape Verde,4,0,Low
41,Female,Bachelor's,Single,23526,668,44164,Business,Unemployed,16,Poor,0.507585177,104242,3,Wellsland,GA,Portugal,3,2,Low
19,Non-binary,Master's,Married,39215,791,48064,Personal,Employed,2,Fair,0.152969641,22330,3,Powellmouth,OK,Cayman Islands,0,1,Low
39,Male,Master's,Married,70665,646,,Home,Unemployed,6,Excellent,0.207784829,194731,0,South Angela,NE,Bouvet Island (Bouvetoya),2,0,Low
62,Male,High School,Widowed,118261,,35944,Business,Unemployed,12,Fair,0.190522232,120061,,Stephanieview,NJ,Greenland,,0,Low
49,Non-binary,Master's,Widowed,96521,685,35748,Personal,Employed,3,Excellent,0.518550683,251390,3,Dariusfurt,NC,Brunei Darussalam,3,2,Low
31,Male,PhD,Single,98243,794,29377,Business,Self-employed,10,Poor,0.280087212,261647,1,Port Andrea,FL,France,,0,High
25,Female,PhD,Married,101993,,25155,Home,Self-employed,8,Good,0.184614421,154004,,North Dennismouth,MN,Benin,0,2,Low
65,Male,PhD,Divorced,67719,773,5977,Business,Employed,11,Fair,0.253345995,131562,1,East Larrychester,MH,Bolivia,2,0,Low
33,Non-binary,High School,Single,96830,651,44342,Personal,Self-employed,13,Good,0.360911733,249934,2,Tylerstad,NY,Solomon Islands,2,2,Low
39,Female,PhD,Divorced,,744,18608,Business,Unemployed,13,Fair,0.548263225,122611,3,Alexanderville,VI,Northern Mariana Islands,0,2,Low
64,Female,PhD,Married,44104,777,27478,Auto,Self-employed,11,Excellent,0.230464185,245991,3,Christopherville,AL,Togo,1,2,High
42,Male,High School,Single,109791,713,,Auto,Employed,0,Good,0.222245598,130627,1,East Nicholas,ME,Jamaica,,0,Low
32,Non-binary,High School,Divorced,,797,6082,Personal,Self-employed,5,Good,0.356576841,172521,4,Lake Annfort,MT,Kazakhstan,1,2,High
54,Female,Bachelor's,Widowed,117208,,10067,Business,Unemployed,5,Poor,0.219263988,119840,,Lake Miguelland,NH,Kiribati,2,1,Low
49,Male,Bachelor's,Single,40504,,43794,Business,Unemployed,16,Excellent,0.295843439,227453,1,South Richard,MA,Tuvalu,1,2,Low
68,Female,High School,Married,59618,691,40129,Home,Unemployed,7,Good,0.248110862,86068,2,Evelynstad,MO,Zambia,,0,Low
69,Female,PhD,Divorced,56317,799,8907,Personal,Unemployed,11,Good,0.440079321,186194,2,East Brendaville,MO,Yemen,4,2,Low
66,Non-binary,High School,Widowed,80361,738,39262,Home,Self-employed,12,Excellent,0.394555952,49342,1,Floresland,WY,Wallis and Futuna,4,0,High
28,Female,Bachelor's,Widowed,101113,744,,Business,Employed,14,Fair,0.187132297,265433,0,East Christopherchester,NH,Brunei Darussalam,2,2,Low
44,Male,Bachelor's,Single,,728,37802,Personal,Employed,0,Good,0.362748287,67164,,Joyshire,ND,Benin,4,2,High
60,Non-binary,Master's,Married,100399,757,5017,Personal,Unemployed,3,Good,0.282952195,45250,3,North Luis,OH,Zimbabwe,1,0,Low
30,Non-binary,PhD,Divorced,86470,608,,Home,Self-employed,14,Fair,0.408674645,202320,0,Aprilville,WI,Bermuda,0,0,Low
68,Male,Bachelor's,Married,57165,642,8590,Personal,Employed,6,Poor,0.124873411,172425,3,Lopezville,CO,Georgia,0,1,High
43,Male,Bachelor's,Widowed,107409,775,23803,Business,Employed,11,Excellent,0.391427072,238514,4,West Jimmyborough,VT,Indonesia,2,1,Low
54,Female,Master's,Single,92008,778,48190,Home,Unemployed,11,Poor,0.580473269,221743,3,East Dawnshire,PA,Monaco,2,2,Low
20,Non-binary,Bachelor's,Widowed,54189,,17093,Auto,Employed,7,Good,0.414130183,100449,,West Johnnystad,NV,Rwanda,3,1,Low
36,Non-binary,Bachelor's,Divorced,,,39908,Personal,Self-employed,17,Excellent,0.258208759,254391,4,Timothyfurt,GA,Uzbekistan,3,0,Low
69,Female,PhD,Divorced,25942,798,14903,Personal,Unemployed,3,Good,0.357697999,283122,4,Katiemouth,AS,French Guiana,,1,Low
48,Male,Master's,Single,40270,603,29527,Auto,Self-employed,16,Excellent,0.458471395,272617,4,Migueltown,VT,United States Minor Outlying Islands,4,0,Low
26,Female,PhD,Divorced,67457,739,,Business,Self-employed,13,Excellent,0.231497888,279183,0,Melissashire,CA,Jersey,4,1,High
65,Non-binary,High School,Single,46835,709,6939,Personal,Unemployed,15,Excellent,0.583947551,23502,0,Ebonyview,CO,Haiti,2,1,Low
65,Non-binary,Master's,Widowed,87719,753,6892,Auto,Employed,0,Fair,0.211848553,285071,2,Danielleberg,KY,Pitcairn Islands,2,1,High
18,Male,Master's,Widowed,119865,743,6535,Auto,Unemployed,5,Excellent,0.457349441,,1,East Wayne,OR,North Macedonia,1,0,Low
45,Non-binary,Bachelor's,Widowed,,684,43620,Business,Unemployed,13,Poor,0.410080526,275481,0,Robertsshire,NC,Taiwan,4,1,Low
59,Female,Master's,Divorced,114559,636,47687,Home,Self-employed,19,Poor,0.456848017,,,Colleenstad,NM,Isle of Man,,2,Low
58,Non-binary,Bachelor's,Married,71115,731,8481,Business,Employed,3,Fair,0.190962187,,0,Lake Jenna,ND,Antigua and Barbuda,1,0,Low
39,Female,Master's,Married,,750,47169,Home,Unemployed,15,Fair,0.319552239,78089,3,Simpsonshire,IL,Mexico,,0,Low
27,Male,Master's,Divorced,89939,721,19659,Personal,Employed,14,Good,0.37996165,158764,1,Port Kimberlyburgh,DC,Falkland Islands (Malvinas),2,0,Low
63,Male,High School,Widowed,110762,692,,Personal,Employed,4,Fair,0.299851609,156973,4,Trevinoton,NV,Estonia,,0,Low
48,Female,Bachelor's,Married,48038,743,37995,Personal,Unemployed,7,Good,0.13610564,286672,,Lake Bryanfurt,UT,Armenia,4,2,Low
48,Non-binary,Bachelor's,Widowed,45370,623,,Personal,Unemployed,6,Poor,0.176482657,129671,2,West Jason,MI,Singapore,3,1,Low
56,Female,PhD,Widowed,93414,657,,Business,Unemployed,11,Poor,0.413446071,224162,3,New Dana,CO,Faroe Islands,4,0,Low
22,Non-binary,Master's,Divorced,54421,720,17870,Home,Self-employed,5,Good,0.206102573,281381,0,Josephborough,MD,Latvia,2,1,Low
29,Non-binary,Bachelor's,Married,77103,748,42462,Home,Unemployed,11,Fair,0.59165871,133521,3,Wolfeberg,TN,Norfolk Island,1,0,Low
19,Male,Master's,Married,25620,685,41211,Auto,Employed,9,Fair,0.465322194,59459,2,West Wayne,VI,Bahamas,3,0,Low
21,Non-binary,PhD,Widowed,39405,722,37964,Auto,Self-employed,14,Excellent,0.385833855,93964,3,Lake Randytown,VA,Christmas Island,1,1,Low
46,Male,PhD,Married,90886,604,40507,Home,Unemployed,15,Poor,0.191150133,43156,2,Laurabury,MP,Congo,0,0,Low
68,Male,High School,Married,103652,739,28993,Personal,Employed,13,Fair,0.52147093,,3,Lake Karenbury,NE,Finland,3,0,Low
18,Female,Bachelor's,Widowed,58079,716,39161,Business,Self-employed,2,Excellent,0.582215714,68575,,Christopherport,MS,Comoros,0,0,Low
35,Male,High School,Single,60315,667,,Home,Self-employed,5,Good,0.254379016,208116,4,Harmontown,WI,Guam,2,0,Low
44,Female,Master's,Widowed,20045,723,11098,Home,Employed,18,Poor,0.382434688,178415,2,Lake Michelle,GA,Sao Tome and Principe,0,2,Low
40,Non-binary,High School,Single,,793,,Home,Unemployed,10,Fair,0.348536963,,0,Port Audreyhaven,WV,Mayotte,,2,Low
34,Male,Bachelor's,Single,71827,,24508,Business,Self-employed,14,Fair,0.3525134,69510,4,Lake Nathantown,MS,Uganda,0,1,Low
25,Non-binary,High School,Married,60326,699,,Auto,Self-employed,16,Poor,0.439028708,206241,1,Lake Ericmouth,ME,Tokelau,3,1,High
52,Male,PhD,Single,22452,741,8773,Business,Employed,10,Excellent,0.176119907,66103,3,North Sara,MA,Antarctica (the territory South of 60 deg S),,0,Low
29,Female,High School,Married,106717,628,9910,Home,Self-employed,6,Fair,0.596867649,241197,1,Tracymouth,VA,Russian Federation,1,2,Low
52,Female,High School,Single,71738,,39388,Personal,Employed,7,Excellent,0.54317709,31273,,Shannonmouth,FM,Saint Helena,2,1,High
63,Female,High School,Divorced,45575,667,20426,Home,Self-employed,12,Poor,0.184312922,,1,Zamoraborough,PW,Syrian Arab Republic,2,0,Low
18,Female,Master's,Married,65434,763,,Business,Unemployed,17,Poor,0.555807931,160267,0,Christianmouth,IN,Guernsey,,1,Low
58,Non-binary,Bachelor's,Married,107273,,44740,Auto,Employed,16,Good,0.234133103,,4,Stevenhaven,NV,Comoros,3,2,Low
32,Non-binary,PhD,Divorced,23199,757,40265,Home,Unemployed,15,Excellent,0.206195599,119594,,Odommouth,MA,Taiwan,2,0,Low
38,Male,Bachelor's,Married,113699,721,32170,Home,Self-employed,18,Good,0.238617466,264662,3,North Jeanetteburgh,NH,Burundi,4,2,Low
68,Female,Master's,Divorced,37600,610,12597,Auto,Unemployed,2,Poor,0.148070628,149874,4,Brownhaven,NV,Central African Republic,1,1,Low
68,Non-binary,High School,Widowed,28043,643,,Business,Employed,15,Good,0.364748466,,,New Maryport,NH,Suriname,0,2,Low
56,Female,High School,Divorced,,611,42835,Business,Self-employed,18,Poor,0.534946588,105025,1,New Norma,AK,Central African Republic,4,2,Low
31,Male,Bachelor's,Married,108405,768,,Personal,Unemployed,14,Good,0.597823069,276454,0,North Daniellebury,PW,Antarctica (the territory South of 60 deg S),,0,Low
29,Female,Bachelor's,Widowed,74182,634,6026,Personal,Self-employed,12,Good,0.167899938,174985,2,West Pamelaland,SC,Vanuatu,2,1,Low
27,Male,High School,Divorced,103345,747,49376,Home,Self-employed,15,Poor,0.444341357,147553,2,East Katie,MS,North Macedonia,0,2,Low
32,Non-binary,Bachelor's,Married,74699,661,,Home,Self-employed,19,Fair,0.584762434,139547,3,South Moniquetown,UT,Cape Verde,,2,Low
68,Female,Master's,Divorced,29388,741,26114,Business,Employed,6,Good,0.31910956,97695,4,Shannonberg,LA,French Guiana,2,2,Low
46,Male,Bachelor's,Divorced,,780,5937,Auto,Self-employed,9,Fair,0.449312714,,,Michelleton,LA,Cocos (Keeling) Islands,0,1,Low
47,Male,PhD,Divorced,68623,780,39388,Business,Unemployed,13,Poor,0.533950475,241324,,Robertfurt,DE,Trinidad and Tobago,4,2,Low
42,Female,PhD,Widowed,41159,665,18869,Business,Self-employed,15,Poor,0.31223086,212796,0,Lake Jeffrey,NV,Bosnia and Herzegovina,3,1,Low
23,Female,Bachelor's,Married,46644,665,,Personal,Self-employed,5,Good,0.498090977,27795,1,Stephaniemouth,HI,Thailand,2,0,High
38,Female,Master's,Divorced,90585,773,22286,Business,Unemployed,12,Fair,0.294487787,295705,1,Danielsfurt,OR,Pakistan,4,2,Low
67,Male,PhD,Single,57886,,9778,Business,Unemployed,15,Fair,0.498551662,108034,4,Lake Christopher,HI,Vietnam,,0,Low
55,Non-binary,Bachelor's,Divorced,,773,25027,Business,Employed,18,Fair,0.125089939,44219,0,North Kellybury,WY,Lithuania,1,1,Low
23,Female,Bachelor's,Widowed,33794,,21627,Personal,Unemployed,11,Good,0.171409462,237645,2,Morganport,GU,Azerbaijan,4,0,Low
23,Non-binary,Master's,Widowed,58912,612,5360,Auto,Employed,12,Fair,0.351164391,121124,,West Grantville,TX,Libyan Arab Jamahiriya,4,0,Low
68,Male,Master's,Divorced,80721,605,11014,Auto,Employed,0,Poor,0.57469793,261096,3,New Tracy,FL,Chad,1,0,Low
51,Non-binary,Master's,Married,,729,,Personal,Self-employed,19,Fair,0.355795343,207767,1,Medinaland,LA,Netherlands Antilles,4,0,Low
57,Male,Bachelor's,Single,119890,627,30550,Personal,Unemployed,5,Excellent,0.269347718,,3,Carlybury,VA,Bolivia,3,2,High
